"M_REFERENCE","M_OSUSER","M_HOSTNAME","M_HOSTIP","M_DATE","M_FS","M_USER","M_GROUP","M_OPERATION","M_TEMPLATE_NAME","M_BIN_BUILDID","M_ZIP_BUILDID"
2063,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243719609","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2060,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243718365","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2064,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243705106","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2061,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243705018","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2059,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243705018","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2058,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243678083","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2057,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243677437","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2055,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243662807","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2054,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243662804","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2053,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243662804","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2056,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243662811","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2051,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243623700","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2050,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243622910","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2048,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243609704","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2049,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243608305","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2047,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243608304","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2046,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243608304","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2052,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243608305","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2044,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243581992","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2042,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243580259","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2045,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243579601","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2043,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243578965","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2041,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243568545","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2040,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243567721","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2039,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243567016","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2038,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243566309","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2037,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243564734","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2036,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243564733","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2034,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243564734","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2035,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243564734","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2033,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243418257","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2031,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243252409","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2029,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243251667","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2032,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243251668","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2030,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243251671","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2028,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243211091","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2026,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243211091","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2027,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243211090","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2022,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243144311","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2023,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243144160","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2024,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243143858","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2025,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243142721","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2020,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243124122","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2019,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243124123","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2021,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243124123","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2018,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243124116","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2016,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243017918","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2015,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243015932","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2012,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243015700","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2017,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599243014609","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2010,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242995696","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2014,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242995689","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2013,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242995689","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2011,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242995697","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2006,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242710160","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2005,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242637814","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2007,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242608402","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2009,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242608402","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2008,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242608402","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2003,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242471739","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2004,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242457100","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2002,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242456411","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2001,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242456412","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
2000,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242456410","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1998,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242416252","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1999,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242399905","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1996,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242399905","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1995,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242399905","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1997,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242399905","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1992,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242349333","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1991,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242333651","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1993,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242331781","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1994,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242331432","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1990,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599242331435","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1989,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239469741","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1988,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239469634","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1987,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239467588","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1986,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239467541","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1984,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239440380","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1985,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239440380","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1983,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239440381","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1982,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239440380","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1978,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239317995","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1979,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239303885","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1977,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239301269","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1980,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239291561","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1976,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239277647","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1981,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239273023","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1975,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239273023","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1974,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239273024","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1973,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239273023","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1971,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239215030","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1970,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239207738","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1969,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239200137","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1972,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239199004","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1968,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239198436","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1967,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239198508","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1965,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239197706","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1966,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239196347","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1963,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239182263","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1962,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239182150","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1964,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239182150","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1961,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239157031","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1960,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239155513","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1959,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239139775","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1958,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239139788","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1957,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239139775","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1956,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599239139789","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1955,"fredjadj","FR-DTP-02","10.40.130.49",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","MX_SF_R20","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1954,"fredjadj","FR-DTP-02","10.40.130.49",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","MX_SF_R20","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1953,"fredjadj","FR-DTP-02","10.40.130.49",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","MX_SF_R20","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1952,"fredjadj","FR-DTP-02","10.40.130.49",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","MX_SF_R20","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1951,"fldemarche","FR-DTP-29","10.40.130.173",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","IMPORT","Accounting_for_collat_R20","5283183-200813-1754-4383034","5208238-200511-1225-4238528"
1949,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232616001","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1948,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232615774","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1945,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232601160","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1946,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232599689","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1944,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232599679","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1950,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232599679","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1947,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232599679","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1940,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232568002","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1941,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232568669","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1942,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232567976","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1943,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232567998","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1939,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232551352","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1938,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232549664","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1936,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232548367","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1937,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232546729","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1935,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232543462","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1934,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232543461","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1933,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232543461","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1932,"autoengine","mx12693vm","10.25.40.190",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","cmftool_1599232543462","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1931,"fredjadj","FR-DTP-02","10.40.130.49",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","MX_SF_R20","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1930,"emengual","LEMEN01","10.26.23.91",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","IMPORT","CfgCBR-4512","5283183-200813-1754-4383034","5358111-200819-SANITY-4390279"
1929,"fldemarche","FR-DTP-29","10.40.130.173",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","ProcessingTemplate_Misc","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1928,"fldemarche","FR-DTP-29","10.40.130.173",04-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","EXPORT","CollateralWorkflowsR19","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
1927,"dqueant","FR-DTP-17","10.40.130.148",03-SEP-20,"mx12693vm:14017","CONFIG","CONFIG","IMPORT","PRICING_TEMPLATE_SECFIN","5283183-200813-1754-4383034","5283183-200813-1754-4383034"
