"M_REFERENCE","M_OSUSER","M_HOSTNAME","M_HOSTIP","M_DATE","M_FS","M_USER","M_GROUP","M_OPERATION","M_TEMPLATE_NAME","M_BIN_BUILDID","M_ZIP_BUILDID"
3259,"E009603","WHE00960302","10.80.21.181",23-MAR-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","PnL_Table_Backup_230323.zip","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3258,"c904994","WHC90499401","10.80.21.106",19-MAR-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","EXPORT","BE_MR_IRD_B_RSK","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3257,"c904994","WHC90499401","10.80.21.106",14-MAR-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","IMPORT","BAB_CTT_OLS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3256,"c904994","WHC90499401","10.80.21.106",13-MAR-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","EXPORT","OTBReports13032023","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3255,"c904994","WHC90499401","10.80.21.106",12-MAR-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","EXPORT","OTBReport12032023","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3254,"e009603","WHE00960302","10.80.21.181",21-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","Prod_Obj_DM","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3253,"e009603","WHE00960302","10.80.21.181",21-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","Prod_objects_view","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3252,"e009603","WHE00960302","10.80.21.181",21-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","Prod_Objects","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3251,"e009603","WHE00960302","10.80.21.181",21-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","Prod_objects_view","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3250,"e009603","WHE00960302","10.80.21.181",21-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","Prod_Objects","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3249,"e009603","WHE00960302","10.80.21.181",21-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","E003790","CONFIG","EXPORT","Prod_Objects","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3248,"c904994","WHC90499401","10.80.21.106",12-FEB-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","IMPORT","RPT_CHG_PRE_TO_PROD","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3247,"c904994","WHC90499401","10.80.21.106",22-JAN-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","IMPORT","Nostro_ITD_190123","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3246,"c904994","WHC90499401","10.80.21.106",22-JAN-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","EXPORT","NOSTRO_EOD_BKP_22012023","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3245,"c904994","WHC90499401","10.80.21.106",12-JAN-23,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","IMPORT","RPT_CHG_PRE_TO_PROD","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3244,"c904528","WHC90452803","10.80.22.152",29-DEC-22,"D1TMSAPTMPLV3.albilad.com:1500","C904528","CONFIG","IMPORT","RPT_CHG_PRE_TO_PROD","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3243,"c904528","WHC90452803","10.80.22.152",29-DEC-22,"D1TMSAPTMPLV3.albilad.com:1500","E009603","CONFIG","IMPORT","SIMAH_REPORT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3242,"c904994","WHC90499401","10.80.21.106",26-DEC-22,"D1TMSAPTMPLV3.albilad.com:1500","C904994","CONFIG","EXPORT","MM_MIS_Object_211222","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3241,"c904994","WHC90499401","10.80.21.106",20-DEC-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","EOY_BALANCES_REP","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3240,"c904994","WHC90499401","10.80.21.106",28-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","FXSPOTTransformation_28112022","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3239,"e007640","WHE00764002","10.80.52.89",22-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3238,"e007640","WHE00764002","10.80.52.89",22-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3237,"e007640","WHE00764002","10.80.52.89",22-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3236,"e002811","WHE00281102","10.80.52.14",22-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3235,"c904994","WHC90499401","10.80.21.106",14-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","MM.ETL2XML","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3234,"c904356","WHC90435601","10.80.62.111",08-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","PRODtoSIT_IFRS_MDYS_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3233,"c904356","WHC90435601","10.80.62.111",02-NOV-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1184927-CTT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3232,"c904528","WHC90452803","10.80.22.152",30-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1184927-CTT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3231,"c904994","WHC90499401","10.80.21.106",27-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","TechnicalReversal_BAB","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3230,"c904547","WHC90454702","10.80.22.125",25-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","TechnicalReversal_BAB","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3229,"c904356","WHC90435601","10.80.62.111",11-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","Nos_Recon_Objects","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3228,"c904547","WHC90454702","10.80.22.125",10-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","C904547","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3227,"c904547","WHC90454702","10.80.22.125",09-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","WK_DEAL_CONFO_Arabic","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3226,"c904547","WHC90454702","10.80.22.125",09-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","WK_Deal_Confo","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3225,"c904547","WHC90454702","10.80.22.125",05-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","WK_Deal_Confo","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3224,"c904547","WHC90454702","10.80.22.125",04-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","C904547","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3223,"c904547","WHC90454702","10.80.22.125",04-OCT-22,"D1TMSAPTMPLV3.albilad.com:1500","C904547","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3222,"c904528","WHC90452801","10.80.22.152",28-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","C904528","CONFIG","IMPORT","BAB_ACCRUAL_PL","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3221,"c904528","WHC90452801","10.80.22.152",28-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","C904528","CONFIG","IMPORT","PL_ACCRUAL_LAYOUT","5868586-210924-1205-5008016","6017737-220125-2042-5173348"
3220,"c904547","WHC90454701","10.80.22.125",25-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","DIC","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3219,"c904547","WHC90454701","10.80.22.125",21-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","C904547","CONFIG","IMPORT","MT299Appendix5","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3218,"c904528","WHC90452801","10.80.22.152",20-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","C904528","CONFIG","IMPORT","BAB_BN_RFQ_LAYOUT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3217,"c904370","WHC90437001","10.80.62.114",15-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","NOS_BAL_Files","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3216,"c904370","WHC90437001","10.80.62.114",15-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","TEST_TPALL","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3215,"c904370","WHC90437001","10.80.62.114",15-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","IFRS_PROD","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3214,"c904370","WHC90437001","10.80.62.114",14-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","BAB_NOS_BAL_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3213,"c904370","WHC90437001","10.80.62.114",12-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_NEW_BANK_NOTES","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3212,"c904370","WHC90437001","10.80.62.114",12-SEP-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1221775-CTT-V2","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3211,"c904356","WHC90435601","10.80.62.111",31-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","IFRS_PROD","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3210,"c904370","WHC90437001","10.80.62.114",30-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","Nos_Recon_Objects","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3209,"c904370","WHC90437001","10.80.62.114",21-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","LimitsConnector_210822","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3208,"c904547","WHC90454701","10.80.22.125",17-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","MT200","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3207,"c904528","WHC90452801","10.80.62.115",14-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","CAL","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3206,"c904547","WHC90454701","10.80.22.125",14-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1217260FOrmulaeForProfitRate","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3205,"c904547","WHC90454701","10.80.22.125",14-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","MT202_CONFOS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3204,"c904356","WHC90435601","10.80.62.111",12-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","EXPORT","P_T_U_NOS_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3203,"c904547","WHC90454701","10.80.22.125",08-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","C904547","CONFIG","IMPORT","DOC_CONFO_HEADER","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3202,"c904547","WHC90454701","10.80.22.125",08-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","C904547","CONFIG","IMPORT","CI_INSTR","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3201,"c904356","WHC90435601","10.80.62.111",06-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","TEST2_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3200,"c904356","WHC90435601","10.80.62.111",06-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","TEST2_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3199,"c904356","WHC90435601","10.80.62.111",05-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_EXTRACTIONS_VIEWS_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3198,"c904356","WHC90435601","10.80.62.111",05-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","PRODtoSIT_IFRS_MDYS_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3197,"c904356","WHC90435601","10.80.62.111",05-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_EXTRACTIONS_OTB_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3196,"c904356","WHC90435601","10.80.62.111",05-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_EXTRACTIONS_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3195,"c904356","WHC90435601","10.80.62.111",05-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_FEEDER_OBJS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3194,"c904356","WHC90435601","10.80.62.111",05-AUG-22,"D1TMSAPTMPLV3.albilad.com:1500","CONFIG","CONFIG","IMPORT","ALL_SUKUKS_PROD_JUNE16","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3193,"c904370","WHC90437001","10.80.62.114",03-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","MM_MIS_CTT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3192,"c904356","WHC90435601","10.80.62.111",03-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","PRS_CONFO_NEW","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3191,"c904356","WHC90435601","10.80.62.111",03-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","PRS_Confirmation","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3190,"c904356","WHC90435601","10.80.62.111",03-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","PRS_formulaDelta","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3189,"c904356","WHC90435601","10.80.62.111",03-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","FormulaDMMMYYYY","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3188,"c904370","WHC90437001","10.80.62.114",03-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","Day1_FAH_ReversalExclusion_CTT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3187,"c904370","WHC90437001","10.80.62.114",02-AUG-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_Confo_address_formula","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3186,"c904528","WHC90452801","10.80.62.115",21-JUL-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","MISSINGEQBONDS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3185,"c904528","WHC90452801","10.80.62.115",21-JUL-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","MISSINGEQBONDS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3184,"c904528","WHC90452801","10.80.62.115",20-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_REPO_LAYOUTS","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3183,"c904528","WHC90452801","10.80.62.115",20-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","REPO_SAMA_RATE_UDF","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3182,"c904528","WHC90452801","10.80.62.115",19-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB-Equities","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3181,"c904370","WHC90437001","10.80.62.114",16-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1201368","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3180,"c904528","WHC90452801","10.80.62.115",16-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","CURVE_ALL_OTHER_CCY","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3179,"c904528","WHC90452801","10.80.62.115",16-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","CURVE_CHF_AUD_CAD_AED_ALL","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3178,"c904528","WHC90452801","10.80.62.115",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","CURVE_USD_EUR_GBP_ALL","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3177,"c904528","WHC90452801","10.80.62.115",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","CURVE_SAR_ALL","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3176,"c904528","WHC90452801","10.80.62.115",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","CURVE_SAR_SAIBOR_3M","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3175,"c904528","WHC90452801","10.80.62.115",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","CURVE_SAR_SAIBOR_3M","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3174,"c904528","WHC90452801","10.80.62.115",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","sar_saibor_3m","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3173,"c904528","WHC90452801","10.80.62.115",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","GEN","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3172,"c904370","WHC90437001","10.80.62.114",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","LATEST_FORMULAS_FROM_PROD","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3171,"c904370","WHC90437001","10.80.62.114",15-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","RTBS_CONFIG_PROD_JUNE15_V3","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3170,"c904370","WHC90437001","10.80.62.114",08-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","INT_I10_ACC_ENTRIES_CTT_V12","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3169,"c904370","WHC90437001","10.80.62.114",08-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_NEW_EQUITIES","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3168,"c904356","WHC90435601","10.80.62.111",08-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","INT_I10_ACC_ENTRIES_CTT_V11","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3167,"c904356","WHC90435601","10.80.62.111",06-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","INT_I10_ACC_ENTRIES_CTT_V10","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3166,"c904370","WHC90437001","10.80.62.114",02-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","RTBS_V2","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3165,"c904370","WHC90437001","10.80.62.114",02-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","MV_DynRep","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3164,"c904356","WHC90435601","10.80.62.111",02-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","C1195757_exchangeWfConfig","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3163,"c904370","WHC90437001","10.80.62.114",02-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","INT_I10_ACC_ENTRIES_CTT_V8","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3162,"c904370","WHC90437001","10.80.62.114",02-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","SCF_Equity","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3161,"c904370","WHC90437001","10.80.62.114",02-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","LUT_EQT_BRK_FEE_COMMISSION","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3160,"c904370","WHC90437001","10.80.62.114",01-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB-EarlyTermination","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3159,"c904356","WHC90435601","10.80.62.111",01-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","SuspenseFormula","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3158,"c904370","WHC90437001","10.80.62.114",01-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB-CONFO-CPTY-CHANGE","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3157,"c904370","WHC90437001","10.80.62.114",01-JUN-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","PRS_changes","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3156,"c904370","WHC90437001","10.80.62.114",31-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_CR_DPMMURABAHA","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3155,"c904370","WHC90437001","10.80.62.114",31-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1190130-CTT-V1","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3154,"c904370","WHC90437001","10.80.62.114",31-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB-CONFO-CPTY-CHANGE","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3153,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","client.bab.int.SwiftGateway.routeBack","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3152,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1182781-Formulas-CTT-V1","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3151,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1179459-CTT-V1","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3150,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","C-1178286-CTT-V1","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3149,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","StaticData_Securities-CTT-V4","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3148,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","StaticData_Securities-CTT-V4","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3147,"c904370","WHC90437001","10.80.62.114",30-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","StaticData_Prerequisites-CTT-V1","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3146,"c904370","WHC90437001","10.80.62.114",29-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","SEC_INVENTORY_REPORT_CTT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3145,"c904370","WHC90437001","10.80.62.114",22-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","UnwindValidation","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3144,"c904370","WHC90437001","10.80.62.114",20-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_BN_LAYOUT_UPDTAE","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3143,"c904370","WHC90437001","10.80.62.114",20-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_BN_INVENTORY_LYT","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3142,"c904370","WHC90437001","10.80.62.114",20-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","navtem","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3141,"c904370","WHC90437001","10.80.62.114",17-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB-SUSPENSE","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3140,"c904370","WHC90437001","10.80.62.114",17-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB-Filters","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
3139,"c904370","WHC90437001","10.80.62.114",15-MAY-22,"D2TMSAPMODLV1.albilad.com:1500","CONFIG","CONFIG","IMPORT","BAB_LAYOUT_UPDATE_SALESMG","5868586-210924-1205-5008016","5868586-210924-1205-5008016"
