"DYNAMIC_TABLE","M_DBFHISTO","FIELD_NAME"
"BIM_CRIF_Extraction ","His1_60             ","AMOUNT    "
"BIM_CRIF_Extraction ","His1_60             ","AMOUNTCUR "
"BIM_CRIF_Extraction ","His1_60             ","AMOUNTUSD "
"BIM_CRIF_Extraction ","His1_60             ","BUCKET    "
"BIM_CRIF_Extraction ","His1_60             ","COLLECTRE "
"BIM_CRIF_Extraction ","His1_60             ","ENDDATE   "
"BIM_CRIF_Extraction ","His1_60             ","IMMODEL   "
"BIM_CRIF_Extraction ","His1_60             ","LABEL1    "
"BIM_CRIF_Extraction ","His1_60             ","LABEL2    "
"BIM_CRIF_Extraction ","His1_60             ","PORTFOLIO "
"BIM_CRIF_Extraction ","His1_60             ","POSTREGUL "
"BIM_CRIF_Extraction ","His1_60             ","PRODUCTCL "
"BIM_CRIF_Extraction ","His1_60             ","QUALIFIER "
"BIM_CRIF_Extraction ","His1_60             ","RISKTYPE  "
"BIM_CRIF_Extraction ","His1_60             ","TRADEID   "
"BIM_CRIF_Extraction ","His1_60             ","VALUATION "
"BIM_CR_VOL          ","His1_58             ","OPT_MATUR "
"BIM_CR_VOL          ","His1_58             ","VOLATILIT "
"BIM_CR_VOL          ","His1_58             ","VOLMAPPIN "
"BIM_CR_VOL          ","His1_58             ","VOL_GROUP "
"BIM_CR_VOL_ATM      ","His1_59             ","OPT_MATUR "
"BIM_CR_VOL_ATM      ","His1_59             ","VOLATILIT "
"BIM_CR_VOL_ATM      ","His1_59             ","VOLMAPPIN "
"BIM_CR_VOL_ATM      ","His1_59             ","VOL_GROUP "
"BIM_IM_EXPOSURE     ","His1_706            ","ADDITIONA "
"BIM_IM_EXPOSURE     ","His1_706            ","AGREEMEN1 "
"BIM_IM_EXPOSURE     ","His1_706            ","AGREEMENT "
"BIM_IM_EXPOSURE     ","His1_706            ","BIM_CALCU "
"BIM_IM_EXPOSURE     ","His1_706            ","BIM_DIREC "
"BIM_IM_EXPOSURE     ","His1_706            ","INITIAL_1 "
"BIM_IM_EXPOSURE     ","His1_706            ","INITIAL_M "
"BIM_IM_EXPOSURE     ","His1_706            ","MX_IS_TOT "
"BIM_IM_EXPOSURE     ","His1_706            ","MX_TOT_KEY"
"BIM_IM_EXPOSURE     ","His1_706            ","MX_TOT_REF"
"BIM_IM_EXPOSURE     ","His1_706            ","SCHEDULE_ "
"BIM_IM_EXPOSURE     ","His1_706            ","SIMM      "
"BIM_IM_Extraction   ","His1_61             ","ADDITIONA "
"BIM_IM_Extraction   ","His1_61             ","AGREEMENT "
"BIM_IM_Extraction   ","His1_61             ","BASE_CURR "
"BIM_IM_Extraction   ","His1_61             ","IM_EXPOSU "
"BIM_IM_Extraction   ","His1_61             ","IM_MODEL  "
"BIM_IM_Extraction   ","His1_61             ","IM_ROLE   "
"BIM_IM_Extraction   ","His1_61             ","INITIAL_M "
"BIM_IM_Extraction   ","His1_61             ","MX_IS_TOT "
"BIM_IM_Extraction   ","His1_61             ","MX_TOT_KEY"
"BIM_IM_Extraction   ","His1_61             ","MX_TOT_REF"
"BIM_IM_Extraction   ","His1_61             ","SCHEDULE_ "
"BIM_IM_Extraction   ","His1_61             ","SILO      "
"BIM_IM_Extraction   ","His1_61             ","SIMM      "
"BIM_IM_Extraction   ","His1_61             ","VALUATION "
"BIM_IR_CF_VOL       ","His1_55             ","GROUP     "
"BIM_IR_CF_VOL       ","His1_55             ","OPT_MATUR "
"BIM_IR_CF_VOL       ","His1_55             ","VOLATILIT "
"BIM_IR_CF_VOL       ","His1_55             ","VOLMAPPIN "
"BIM_IR_INF_VOL      ","His1_57             ","GROUP     "
"BIM_IR_INF_VOL      ","His1_57             ","MATURITY  "
"BIM_IR_INF_VOL      ","His1_57             ","MID       "
"BIM_IR_INF_VOL      ","His1_57             ","VOLMAPPIN "
"BIM_IR_SW_VOL       ","His1_56             ","GROUP     "
"BIM_IR_SW_VOL       ","His1_56             ","OPT_MATUR "
"BIM_IR_SW_VOL       ","His1_56             ","VOLATILI1 "
"BIM_IR_SW_VOL       ","His1_56             ","VOLATILIT "
"BIM_IR_SW_VOL       ","His1_56             ","VOLMAPPIN "
"BIM_SECURITY_VOL    ","His1_53             ","ATM_VOL   "
"BIM_SECURITY_VOL    ","His1_53             ","GROUP     "
"BIM_SECURITY_VOL    ","His1_53             ","LABEL     "
"BIM_SECURITY_VOL    ","His1_53             ","MAT_OPTIO "
"BIM_SECURITY_VOL    ","His1_53             ","SPREAD    "
"BIM_SECURITY_VOL    ","His1_53             ","STRIKE    "
"BIM_SECURITY_VOL    ","His1_53             ","VOLATILIT "
"BIM_SECURITY_VOL_ATM","His1_10             ","ATM_VOL   "
"BIM_SECURITY_VOL_ATM","His1_10             ","GROUP     "
"BIM_SECURITY_VOL_ATM","His1_10             ","LABEL     "
"BIM_SECURITY_VOL_ATM","His1_10             ","MATOPTION "
"BIM_SECURITY_VOL_ATM","His1_10             ","VOLATILIT "
"DYN_ACC_DLV_CASH    ","His1_132            ","DC_CUR    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DC_PAYCON "
"DYN_ACC_DLV_CASH    ","His1_132            ","DC_PAYSEC "
"DYN_ACC_DLV_CASH    ","His1_132            ","DC_RNDQTY "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_ACCSEC "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_ADATE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_BCTP   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_BCTPID "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_BCTPRF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CLEARER"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CMPDATE"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CNCL   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CNCLD  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CNTCL  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CNTCVER"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CNTREF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CNTVER "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_COLAGR "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CREF   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_CTYPO  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_DATE   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_EDATE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_ENT    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_EVTCL  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_EVTOREF"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_EVTREF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_EVTVER "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_IEVCL  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_IEVOREF"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_IEVREF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_IEVVER "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_INS    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_ISSNET "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_LDATE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_LEG    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_LENT   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_MAN    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_NACC   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_NETAG  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_NSIREF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_OCNTREF"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_OCTP   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_OCTPID "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_OCTPRF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_OREF   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_PEDATE "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_PENT   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_PHASE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_PR     "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_PSDATE "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_PTF    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_QTY    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_RDATE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_REF    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_REV    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_REVID  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_REVVER "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_ROOTID "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_RSMN   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_RSMV   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_SITCI  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_SSTATUS"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_STATUS "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_STLMET "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TFAMILY"
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TGROUP "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TPARTY "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TRDREF "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TTYPE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TTYPO  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TUSAGE "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_TYPE   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_VACC   "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_VDATE  "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_VER    "
"DYN_ACC_DLV_CASH    ","His1_132            ","DF_VSIREF "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_BEN_ACC "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_BEN_ADR "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_BEN_CTY "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_BEN_LBL "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_BEN_SWF "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_COVR_MSG"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNOTREC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNS_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNS_IAC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNS_ILB"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNS_ISW"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNS_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CSNS_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CUST_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_CUT_TIME"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT1_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT1_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT1_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT2_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT2_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT2_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT3_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_INT3_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_NOS_GL  "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD1_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD1_ADR"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD1_CTY"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD1_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD1_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD2_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD2_ADR"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD2_CTY"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_ORD2_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_REL_TIME"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_REL_TZ  "
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCCA_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCCA_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCCA_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCCC_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCCC_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCCC_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCOA_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCOA_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCOA_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCOC_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCOC_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCOC_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCSP_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_SCSP_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_STL_MTHD"
"DYN_ACC_DLV_CASH    ","His1_132            ","N_STL_WAY "
"DYN_ACC_DLV_CASH    ","His1_132            ","REP_DATE2 "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_BEN_ACC "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_BEN_ADR "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_BEN_CTY "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_BEN_LBL "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_BEN_SWF "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_COVR_MSG"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNOTREC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNS_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNS_IAC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNS_ILB"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNS_ISW"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNS_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CSNS_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CUST_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_CUT_TIME"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT1_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT1_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT1_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT2_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT2_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT2_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT3_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_INT3_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_NOS_GL  "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD1_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD1_ADR"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD1_CTY"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD1_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD1_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD2_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD2_ADR"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD2_CTY"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_ORD2_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_REL_TIME"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_REL_TZ  "
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCCA_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCCA_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCCA_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCCC_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCCC_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCCC_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCOA_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCOA_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCOA_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCOC_ACC"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCOC_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCOC_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCSP_LBL"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_SCSP_SWF"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_STL_MTHD"
"DYN_ACC_DLV_CASH    ","His1_132            ","V_STL_WAY "
"DYN_ACC_DLV_CASH    ","His1_132            ","XDUP_FLAG "
"DYN_ACC_DLV_CASH    ","His1_132            ","XSUM_COUNT"
"DYN_ACC_DLV_CASH    ","His1_132            ","XSUM_DET  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DC_CUR    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DC_PAYCON "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DC_PAYSEC "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DC_RNDQTY "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_ACCSEC "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_ADATE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_BCTP   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_BCTPID "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_BCTPRF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CLEARER"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CMPDATE"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CNCL   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CNCLD  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CNTCL  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CNTCVER"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CNTREF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CNTVER "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_COLAGR "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CREF   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_CTYPO  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_DATE   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_EDATE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_ENT    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_EVTCL  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_EVTOREF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_EVTREF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_EVTVER "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_IEVCL  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_IEVOREF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_IEVREF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_IEVVER "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_INS    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_ISSNET "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_LDATE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_LEG    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_LENT   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_MAN    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_NACC   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_NETAG  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_NSIREF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_OCNTREF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_OCTP   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_OCTPID "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_OCTPRF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_OREF   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_PEDATE "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_PENT   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_PHASE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_PR     "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_PSDATE "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_PTF    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_QTY    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_RDATE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_REF    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_REV    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_REVID  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_REVVER "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_ROOTID "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_RSMN   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_RSMV   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_SITCI  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_SSTATUS"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_STATUS "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_STLMET "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TFAMILY"
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TGROUP "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TPARTY "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TRDREF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TTYPE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TTYPO  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TUSAGE "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_TYPE   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_VACC   "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_VDATE  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_VER    "
"DYN_ACC_DLV_CASHB   ","His1_106            ","DF_VSIREF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_BEN_ACC "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_BEN_ADR "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_BEN_CTY "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_BEN_LBL "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_BEN_SWF "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_COVR_MSG"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNOTREC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNS_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNS_IAC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNS_ILB"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNS_ISW"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNS_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CSNS_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CUST_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_CUT_TIME"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT1_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT1_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT1_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT2_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT2_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT2_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT3_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_INT3_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_NOS_GL  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD1_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD1_ADR"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD1_CTY"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD1_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD1_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD2_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD2_ADR"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD2_CTY"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_ORD2_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_REL_TIME"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_REL_TZ  "
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCCA_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCCA_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCCA_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCCC_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCCC_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCCC_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCOA_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCOA_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCOA_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCOC_ACC"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCOC_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCOC_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCSP_LBL"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_SCSP_SWF"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_STL_MTHD"
"DYN_ACC_DLV_CASHB   ","His1_106            ","N_STL_WAY "
