"FILENAME","FILEPATHINMUREX","DESTINATIONFILEPATH","OWNEROFREPORT","STREAMOWNER","PROCESSINGSCRIPT","PROCESSINGSCRIPT_DESC","PROCESSINGUNIT","BATCHNAME","BATCHTYPE","BATCHNAME_DESC","GLOBALFILTER","SINGLE_EXTFEED_NAME","SINGLE_EXTFEED_DESC","SINGLE_EXTREQ_NAME","SINGLE_EXTREQ_DESC","EXTRACTIONTYPE","EXTRACTIONVIEW","TABLENAME","LABELMODE","SCANNERTEMPLATE","LABELOFDATA","LABELOFDATA_VALUE","COMMANDBEFORE","COMMANDAFTER","EXTRACTION_PARAMETERS"
"","","","","","MX_ERM_CPPSR_REP_PS","Populate Ctp PSR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_CPPSR_BF","batchOfFeeders","Batch of feeders for ERM_CPPSR_TRN_FD and ERM_CPPSR_UTIL_FD","MX_ERM_RC_BF","MX_ERM_CPPSR_TRN_FD","Data feeder for ERM_CPPSR_TRN table","","","                    ","","Table:ERM_CPPSR_TRN.REP","One data set","","ERM_CPPSR           ","lastSnapshot","","",""
"","","","","","MX_ERM_CPPSR_REP_PS","Populate Ctp PSR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_CPPSR_BF","batchOfFeeders","Batch of feeders for ERM_CPPSR_TRN_FD and ERM_CPPSR_UTIL_FD","MX_ERM_RC_BF","MX_ERM_CPPSR_UTIL_FD","Data feeder for ERM_CPPSR_UTIL table","","","                    ","","Table:ERM_CPPSR_UTIL.REP","One data set","","ERM_CPPSR           ","lastSnapshot","","",""
"","","","","","MX_ERM_CPSR_REP_PS","Populate Ctp SR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_CPSR_BF","batchOfFeeders","Batch of feeders for ERM_CPSR_TRN_FD and ERM_CPSR_UTIL_FD","MX_ERM_RC_BF","MX_ERM_CPSR_TRN_FD","Data feeder for ERM_CPSR_TRN table","","","                    ","","Table:ERM_CPSR_TRN.REP","One data set","","ERM_CPSR            ","lastSnapshot","","",""
"","","","","","MX_ERM_CPSR_REP_PS","Populate Ctp SR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_CPSR_BF","batchOfFeeders","Batch of feeders for ERM_CPSR_TRN_FD and ERM_CPSR_UTIL_FD","MX_ERM_RC_BF","MX_ERM_CPSR_UTIL_FD","Data feeder for ERM_CPSR_UTIL table","","","                    ","","Table:ERM_CPSR_UTIL.REP","One data set","","ERM_CPSR            ","lastSnapshot","","",""
"","","","","","MX_ERM_CPTCR_REP_PS","Populate Ctp Total Credit Risk Utilisation LRB report to DB, and feed to datamart tables","REP_BATCHES_FEED    ","MX_ERM_CPTCR_BF","batchOfFeeders","Batch of feeders for ERM_CPTCR_UTIL_TRN_FD","MX_ERM_RC_BF","MX_ERM_CPTCR_UTIL_FD","Data feeder for ERM_CPTCR_UTIL table","","","                    ","","Table:ERM_CPTCR_UTIL.REP","One data set","","ERM_CPTCR           ","lastSnapshot","","",""
"","","","","","MX_ERM_SCISS_REP_PS","Populate Sector Issuer Utilisation LRB report to DB, and feed to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SCISS_BF","batchOfFeeders","Batch of feeders for MX_ERM_SCISS_UTIL_FD","MX_ERM_RC_BF","MX_ERM_SCISS_UTIL_FD","Data Feeder for ERM_SCISS_UTIL Table","","","                    ","","Table:ERM_SCISS_UTIL.REP","One data set","","ERM_SCISS           ","lastSnapshot","","",""
"","","","","","MX_ERM_SCLEN_REP_PS","Populate Sector Lending Utilisation LRB report to DB, and feed to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SCLEN_BF","batchOfFeeders","Batch of feeders for MX_ERM_SCLEN_UTIL_FD","MX_ERM_RC_BF","MX_ERM_SCLEN_UTIL_FD","Data feeder for ERM_SCLEN_UTIL table","","","                    ","","Table:ERM_SCLEN_UTIL.REP","One data set","","ERM_SCLEN           ","lastSnapshot","","",""
"","","","","","MX_ERM_SCPSR_REP_PS","Populate Sector PSR Utilisation LRB report to DB, and feed to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SCPSR_BF","batchOfFeeders","Batch of feeders for MX_ERM_SCPSR_UTIL_FD","MX_ERM_RC_BF","MX_ERM_SCPSR_UTIL_FD","Data Feeder for ERM_SCPSR_UTIL Table","","","                    ","","Table:ERM_SCPSR_UTIL.REP","One data set","","ERM_SCPSR           ","lastSnapshot","","",""
"","","","","","MX_ERM_SCTCR_REP_PS","Populate Sector TCR Utilisation LRB report to DB, and feed to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SCTCR_BF","batchOfFeeders","Batch of feeders for ERM_SCTCR_UTIL_TRN_FD","MX_ERM_RC_BF","MX_ERM_SCTCR_UTIL_FD","Data feeder for ERM_SCTCR_UTIL table","","","                    ","","Table:ERM_SCTCR_UTIL.REP","One data set","","ERM_SCTCR           ","lastSnapshot","","",""
"","","","","","MX_ERM_RWA_REP_PS","Populate RWA Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_RWA_BF","batchOfFeeders","Batch of feeders for ERM_RWA_TRN_FD and ERM_RWA_UTIL_FD","MX_ERM_REG_BF","MX_ERM_RWA_TRN_FD","Data feeder for ERM_RWA_TRN table","","","                    ","","Table:ERM_RWA_TRN.REP","One data set","","ERM_RWA             ","lastSnapshot","","",""
"","","","","","MX_ERM_RWA_REP_PS","Populate RWA Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_RWA_BF","batchOfFeeders","Batch of feeders for ERM_RWA_TRN_FD and ERM_RWA_UTIL_FD","MX_ERM_REG_BF","MX_ERM_RWA_UTIL_FD","Data feeder for ERM_RWA_UTIL table","","","                    ","","Table:ERM_RWA_UTIL.REP","One data set","","ERM_RWA             ","lastSnapshot","","",""
"","","","","","MX_ERM_SACCR_REP_PS","Populate SACCR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SACCR_BF","batchOfFeeders","Batch of feeders for ERM_SACCR_TRN_FD and ERM_SACCR_UTIL_FD","MX_ERM_REG_BF","MX_ERM_SACCR_TRN_FD","Data feeder for ERM_SACCR_TRN table","","","                    ","","Table:ERM_SACCR_TRN.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"","","","","","MX_ERM_SACCR_REP_PS","Populate SACCR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SACCR_BF","batchOfFeeders","Batch of feeders for ERM_SACCR_TRN_FD and ERM_SACCR_UTIL_FD","MX_ERM_REG_BF","MX_ERM_SACCR_UTIL_FD","Data feeder for ERM_SACCR_UTIL table","","","                    ","","Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"","","","","","MX_ERM_SFT_REP_PS","Populate SFT Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SFT_BF","batchOfFeeders","Batch of feeders for ERM_SFT_TRN_FD and ERM_SFT_UTIL_FD","MX_ERM_REG_BF","MX_ERM_SFT_TRN_FD","Data feeder for ERM_SFT_TRN table","","","                    ","","Table:ERM_SFT_TRN.REP","One data set","","ERM_SFT             ","lastSnapshot","","",""
"","","","","","MX_ERM_SFT_REP_PS","Populate SFT Transaction and Utilisation LRB reports to DB, and feed them to datamart tables","REP_BATCHES_FEED    ","MX_ERM_SFT_BF","batchOfFeeders","Batch of feeders for ERM_SFT_TRN_FD and ERM_SFT_UTIL_FD","MX_ERM_REG_BF","MX_ERM_SFT_UTIL_FD","Data feeder for ERM_SFT_UTIL table","","","                    ","","Table:ERM_SFT_UTIL.REP","One data set","","ERM_SFT             ","lastSnapshot","","",""
"CRK01-SACCR_TradeEAD.CSV","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_TradeEAD","SACCR Trade EAD Attribution","CRK01-SACCR_TradeEAD_Request","SQL request for SACCR Trade EAD reports","FILE                ","CRK01-SACCR_TradeEAD","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01-SACCR_TD.CSV","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_TransactionDetails","SACCR Transaction Details Report Extraction","CRK01-SACCR_TD_Request","SQL Request for SACCR TRN reports","FILE                ","CRK01-SACCR_TransactionDetails","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01- SACCR_Util_Ctp.CSV","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_Utilisation","SACCR Utilisation Report Extraction","CRK01- SACCR_Utl_Request","SQL Request for SACCR UTIL reports","FILE                ","CRK01-SACCR_Utilisation_CtpLevel","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01- SACCR_Util_MarginAgrmt.","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_Utilisation","SACCR Utilisation Report Extraction","CRK01- SACCR_Utl_Request","SQL Request for SACCR UTIL reports","FILE                ","CRK01-SACCR_Utilisation_MrgAgrmtLevel","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01- SACCR_Util_NettingAgrmt","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_Utilisation","SACCR Utilisation Report Extraction","CRK01- SACCR_Utl_Request","SQL Request for SACCR UTIL reports","FILE                ","CRK01-SACCR_Utilisation_NetAgrmtLevel","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01- SACCR_Util_AssetClass.C","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_Utilisation","SACCR Utilisation Report Extraction","CRK01- SACCR_Utl_Request","SQL Request for SACCR UTIL reports","FILE                ","CRK01-SACCR_Utilisation_AssetClassLevel","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01- SACCR_Util_HedgingSet.C","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_Utilisation","SACCR Utilisation Report Extraction","CRK01- SACCR_Utl_Request","SQL Request for SACCR UTIL reports","FILE                ","CRK01-SACCR_Utilisation_HedgingSetLevel","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"CRK01- SACCR_Util_SingleFactor","$AppDir/datamart_extractions/SACCR/","","","","","","","MX_ERM_CRK01_BE","batchOfDatamartExtractions","Extract SA-CCR Reports to Files","","CRK01-SACCR_Utilisation","SACCR Utilisation Report Extraction","CRK01- SACCR_Utl_Request","SQL Request for SACCR UTIL reports","FILE                ","CRK01-SACCR_Utilisation_SingleFactorLevel","Table:ERM_SACCR_TRN.REP;Table:ERM_SACCR_UTIL.REP","One data set","","ERM_SACCR           ","lastSnapshot","","",""
"","","","","","","","","MX_COL_CONT_BF","batchOfFeeders","Batch of feeders for all COL_MLC_CONT_*.REP","MX_COL_CONT_GF","COL_MLC_CONT_CSA_FEED","Data feeder for COL_MLC_CONT_CSA_REP table","","","                    ","","Table:COL_MLC_CONT_CSA.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","","","","MX_COL_CONT_BF","batchOfFeeders","Batch of feeders for all COL_MLC_CONT_*.REP","MX_COL_CONT_GF","COL_MLC_CONT_GMR_FEED","Data feeder for COL_MLC_CONT_GMR_REP table","","","                    ","","Table:COL_MLC_CONT_GMR.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","","","","MX_COL_CONT_BF","batchOfFeeders","Batch of feeders for all COL_MLC_CONT_*.REP","MX_COL_CONT_GF","COL_MLC_CONT_GMS_FEED","Data feeder for COL_MLC_CONT_GMS_REP table","","","                    ","","Table:COL_MLC_CONT_GMS.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","","","","MX_COL_CONT_BF","batchOfFeeders","Batch of feeders for all COL_MLC_CONT_*.REP","MX_COL_CONT_GF","COL_MLC_CONT_IM_FEED","Data feeder for COL_MLC_CONT_IM_REP table","","","                    ","","Table:COL_MLC_CONT_IM.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_AGREE_PS","","REP_BATCHES_FEED    ","MX_COL_AGREE_BF","batchOfFeeders","Batch of feeders for COL_AGREEMENT_REP","MX_COL_AGR_GF","MX_COL_AGREEMENT_FEED","Data feeder for COL_AGREEMENT_REP","","","                    ","","Table:COL_AGREEMENT.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_EX_AL_PS","","REP_BATCHES_FEED    ","MX_COL_ELG_BF","batchOfFeeders","Batch of feeders for COL_ASSET_ELG_REP","MX_COL_ASSET_ELG_GF","MX_COL_ASSET_ELG_FEED","Data feeder for COL_ASSET_ELG_REP","","","                    ","","Table:COL_ASSET_ELG.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_STA_PS","","REP_BATCHES_FEED    ","MX_COL_STA_BF","batchOfFeeders","Batch of feeders for COL_ASSET_COL,COL_SECURITIES,COL_CURR,COL_ORCH_AUDIT & COL_PARTIES REP","MX_COL_STA_GF","MX_COL_ASSET_FEED","Data feeder for COL_ASSET_COL_REP","","","                    ","","Table:COL_ASSET_COL.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_STA_PS","","REP_BATCHES_FEED    ","MX_COL_STA_BF","batchOfFeeders","Batch of feeders for COL_ASSET_COL,COL_SECURITIES,COL_CURR,COL_ORCH_AUDIT & COL_PARTIES REP","MX_COL_STA_GF","MX_COL_CURR_FEED","Data feeder for COL_CURR_REP  table","","","                    ","","Table:COL_CURR.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_EX_AL_PS","","REP_BATCHES_FEED    ","MX_COL_EX_AL_BF","batchOfFeeders","Batch of feeders for COL_EXC_ALLOC_REP","COL_EX_AL","MX_COL_EXC_ALLOC_FEED","Data feeder for COL_EXC_ALLOC_REP table","","","                    ","","Table:COL_EXC_ALLOC.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_EX_AL_PS","","REP_BATCHES_FEED    ","MX_COL_EXC_BF","batchOfFeeders","Batch of feeders for COL_EXC_MR_REP","COL_EX_AL","MX_COL_EXC_FEED","Data feeder for COL_EXC_MR_REP table","","","                    ","","Table:COL_EXC_MR.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","","","","MX_COL_ITRST_BF","batchOfFeeders","Batch of feeders for COL_INTERESTS_REP","MX_COL_ITRST_GF","MX_COL_INTEREST_FEED","Data feeder for COL_INTERESTS_REP table","","","                    ","","Table:COL_INTERESTS.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_INV_PS","","REP_BATCHES_FEED    ","MX_COL_INV_BF","batchOfFeeders","Batch of feeders for COL_INVENTORY_REP","MX_COL_INVTRY_GF","MX_COL_INVENTORY_FEED","Data feeder for COL_INVENTORY_REP table","","","                    ","","Table:COL_INVENTORY.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_MLC_PS","","REP_BATCHES_FEED    ","MX_COL_MLC_BF","batchOfFeeders","Batch of feeders for COL_MLC_TRIRESOL_REP and COL_MLC_EXPAGG.REP","MX_COL_MLC_GF","MX_COL_MLCEXPAGG_FEED","Data feeder for COL_MLC_EXPAGG_REP table","","","                    ","","Table:COL_MLC_EXPAGG.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_MLC_PS","","REP_BATCHES_FEED    ","MX_COL_MLC_BF","batchOfFeeders","Batch of feeders for COL_MLC_TRIRESOL_REP and COL_MLC_EXPAGG.REP","MX_COL_MLC_GF","MX_COL_MLC_TRI_RESOLVE_FEED","Data feeder for COL_MLC_TRIRESOL_REP table","","","                    ","","Table:COL_MLC_TRIRESOL.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_STA_PS","","REP_BATCHES_FEED    ","MX_COL_STA_BF","batchOfFeeders","Batch of feeders for COL_ASSET_COL,COL_SECURITIES,COL_CURR,COL_ORCH_AUDIT & COL_PARTIES REP","MX_COL_STA_GF","MX_COL_ORCH_FEED","Data feeder for COL_ORCH_AUDIT_REP","","","                    ","","Table:COL_ORCH_AUDIT.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_STA_PS","","REP_BATCHES_FEED    ","MX_COL_STA_BF","batchOfFeeders","Batch of feeders for COL_ASSET_COL,COL_SECURITIES,COL_CURR,COL_ORCH_AUDIT & COL_PARTIES REP","MX_COL_STA_GF","MX_COL_PARTIES_FEED","Data feeder for COL_PARTIES_REP","","","                    ","","Table:COL_PARTIES.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_STA_PS","","REP_BATCHES_FEED    ","MX_COL_STA_BF","batchOfFeeders","Batch of feeders for COL_ASSET_COL,COL_SECURITIES,COL_CURR,COL_ORCH_AUDIT & COL_PARTIES REP","MX_COL_STA_GF","MX_COL_SEC_FEED","Data feeder for COL_SECURITIES_REP","","","                    ","","Table:COL_SECURITIES.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"","","","","","MX_COL_TP_PS","","REP_BATCHES_FEED    ","MX_COL_TP_BF","batchOfFeeders","Batch of feeders for COL_TP_REP","MX_COL_TP_GF","MX_COL_TP_FEED","Data feeder for COL_TP_REP table","","","                    ","","Table:COL_TP.REP","One data set per day","","COL_EOD             ","lastSnapshot","","",""
"Collateral_Agreements_Summary.","$AppDir/datamart_extractions/Collateral","","","","PS_COL_AGR_SUMMARY","Script for extracting Collateral agreement details","REP_BATCHES_EXT     ","BE_COL_AGR_SMRY","batchOfDatamartExtractions","Batch for extracting Collateral agreement details","","CM01-CollateralAgreement","Collateral agreement details","CM01-Request","CM01 request","FORMAT_EXCEL        ","CM01-CollateralAgreement","Table:COL_AGREEMENT.REP;Table:COL_ASSET_COL.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Collateral_Cash_Balance.xlsx","$AppDir/datamart_extractions/Collateral","","","","PS_COL_INV_CASH","Script for extracting cash collateral Inventory details","REP_BATCHES_EXT     ","BE_COL_INV_CASH","batchOfDatamartExtractions","Batch for extracting cash collateral Inventory details","","CM03-CashCollateralBalance","Inventory of cash collateral","CM03-04-Request","CM03 and CM04 SQL Request","FORMAT_EXCEL        ","CM03-CashCollateralInventory","Table:COL_ASSET_COL.REP;Table:COL_CURR.REP;Table:COL_INVENTORY.REP;Table:COL_PARTIES.REP;Table:COL_SECURITIES.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Collateral_Security_Balance.xl","$AppDir/datamart_extractions/Collateral","","","","PS_COL_INV_SECURITY","Script for extracting security collateral Inventory details","REP_BATCHES_EXT     ","BE_COL_INV_SECU","batchOfDatamartExtractions","Batch for extracting security collateral Inventory details","","CM04-SecurityCollateralInvtry","Inventory of security collateral held/pledged by currency and by counterparty","CM03-04-Request","CM03 and CM04 SQL Request","FORMAT_EXCEL        ","","Table:COL_ASSET_COL.REP;Table:COL_CURR.REP;Table:COL_INVENTORY.REP;Table:COL_PARTIES.REP;Table:COL_RATING.REP;Table:COL_SECURITIES.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Agreement_Coverage_Details.xls","$AppDir//datamart_extractions/Collateral","","","","PS_COL_COVRG_DETAILS","Script for extracting collateral agreement coverage details","REP_BATCHES_EXT     ","BE_COL_COV_DETL","batchOfDatamartExtractions","Batch for extracting collateral agreement coverage details","","CM05-ExposuresByAgreement","Collateral exposures aggregated by legal agreement","CM05-ExposuresByAgreement","CM05 SQL request","FORMAT_EXCEL        ","CM05-ExposuresByAgreement","Table:COL_MLC_EXPAGG.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Agreement_Coverage_Summary.xls","$AppDir/datamart_extractions/Collateral","","","","PS_COL_COVRG_SUMMARY","Script for extracting collateral agreement coverage Summary","REP_BATCHES_EXT     ","BE_COL_COV_SMRY","batchOfDatamartExtractions","Batch for extracting Collateral agreement coverage Summary","","CM06-ExposureReconByCtpByTypo","Collateral exposures aggregated by legal agreement","CM07-TriResolveReconREQ","CM06 and CM07 SQL Request","FORMAT_EXCEL        ","CM06-ExposureReconByCtpByTypo","Table:COL_MLC_TRIRESOL.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"TriResolve_ Reconciliation.xls","$AppDir//datamart_extractions/Collateral","","","","PS_COL_TRI_RECON","Script for extracting Collateralized trades for external reconciliation with TriResolve","REP_BATCHES_EXT     ","BE_COL_TRI_RCON","batchOfDatamartExtractions","Batch for extracting Collateralized trades for external reconciliation with TriResolve","","CM07-TriResolveReconciliation","Collateralized trades for external reconciliation with TriResolve","CM07-TriResolveReconREQ","CM06 and CM07 SQL Request","FORMAT_EXCEL        ","CM07-TriResolveReconciliationView","Table:COL_MLC_TRIRESOL.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Margin_Call.xlsx","$AppDir//datamart_extractions/Collateral","","","","PS_COL_MARGIN_CALL","Script for extracting Margin Call report","REP_BATCHES_EXT     ","BE_COL_MAR_CALL","batchOfDatamartExtractions","Batch for extracting Margin Call report","","CM08-MarginCall","Margin Call report","CM08-request","Margin Call report request","FORMAT_EXCEL        ","CM08-MarginCall","Table:COL_EXC_ALLOC.REP;Table:COL_ORCH_AUDIT.REP;Table:COL_PARTIES.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Substitution_Report.xlsx","$AppDir//datamart_extractions/Collateral","","","","PS_COL_SUB_CALL","Script for extracting Substitution Call report","REP_BATCHES_EXT     ","BE_COL_SUB_CALL","batchOfDatamartExtractions","Batch for extracting Daily collateral substitutions report","","CM09-SubstitutionReport","Daily collateral substitutions report","CM09-Substitution request","Substitution report sql request","FORMAT_EXCEL        ","CM09-DailySubstitutionReport","Table:COL_EXC_ALLOC.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Summary_Pending_Disputes.xlsx","$AppDir//datamart_extractions/Collateral","","","","PS_COL_PEN_DISP","Script for extracting Summary of pending collateral disputes","REP_BATCHES_EXT     ","BE_COL_PEN_DISP","batchOfDatamartExtractions","Batch for extracting Summary of pending collateral disputes","","CM11-SummaryPendingDisputes","Summary of pending collateral disputes","CM11-Request","Summary of pending collateral disputes","FORMAT_EXCEL        ","CM11-SummaryPendingDisputes","Table:COL_EXC_MR.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Interest_Statement.xlsx","$AppDir//datamart_extractions/Collateral","","","","PS_COL_INT_STMT","Script for extracting collateral interest statements","REP_BATCHES_EXT     ","BE_COL_INT_STMT","batchOfDatamartExtractions","Batch for extracting collateral interest statements","","CM12-InterestStatement","Cash collateral balances daily accruals, between two valuation dates","CM12-Request","CM12 SQL request","FORMAT_EXCEL        ","CM12-InterestStatement","Table:COL_INTERESTS.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Requirement_Summary.xlsx","$AppDir//datamart_extractions/Collateral","","","","PS_COL_REQ_SUM","Script for extracting collateral Requirements Summary","REP_BATCHES_EXT     ","BE_COL_REQ_SUM","batchOfDatamartExtractions","Batch for extracting collateral Requirements Summary","","CM13-RequirementSummary","Requirements summary per collateral run for CSA, GMSLA and GMRA algorithms","CM13-Request","CM13 SQL request","FORMAT_EXCEL        ","CM13-Requirement Suary New","Table:COL_EXC_MR.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Collateral_Asset_Haircut.xlsx","$AppDir/datamart_extractions/Collateral","","","","PS_COL_AHAIRCUT","Script for extracing assests haricut details","REP_BATCHES_EXT     ","BE_COL_AHAIRCUT","batchOfDatamartExtractions","Batches for extracing assests haricut details","","CM15-CollateralAssetHaircut","Haircut results per combination of assets and agreements","CM15-Request","Haircut results per combination of assets and agreement","FORMAT_EXCEL        ","","Table:COL_ASSET_ELG.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Collat_Consistency_Checks.xlsx","$AppDir//datamart_extractions/Collateral","","","","PS_COL_CCHECKS","Script for extracting ineligible collateral, incorrect prices and inconsistent Balances","REP_BATCHES_EXT     ","BE_COL_CCHECKS","batchOfDatamartExtractions","Batch for extracting ineligible collateral, incorrect prices and inconsistent Balances","","CM18-CollatConsistencyChecks","Check for ineligible collateral, incorrect prices and inconsistent Balances","CM18-Request","SQL Request for CM18-CollatConsistencyChecks","FORMAT_EXCEL        ","","Table:COL_INVENTORY.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"Collat_Non_Collateralized_Trad","$AppDir//datamart_extractions/Collateral","","","","PS_COL_COLTRAD","Script to extract Non Collateralized trades details","REP_BATCHES_EXT     ","BE_COL_COLTRAD","batchOfDatamartExtractions","Batch to extract Non Collateralized trades details","","CM19-NonCollateralizedTrades","Non Collateralized trades","CM19-NonCollateralizedTrades","CM19 SQL request","FORMAT_EXCEL        ","CM19-NonCollateralizedTrades","Table:COL_TP.REP","One data set","","COL_EOD             ","Reporting Date","cd datamart_extractions; mkdir Collateral;","",""
"","","","","","ACC_ENTRIES_PS","Populate the accounting entries and feed to datamart table","REP_BATCHES_FEED    ","ACC_ENTRIES_BF","batchOfFeeders","Batch of feeders for ACC_ENTRIES_FEED","FAH","ACC_ENTRIES_FEED","Data feeder for the ACC_ENTRIES_REP table","","","                    ","","Table:ACC_ENTRIES.REP","One data set per day","","ACC_DAILY           ","lastSnapshot","","",""
"","","","","","ACC_ENTRIES_PS_0817","","REP_BATCHES_FEED    ","ACC_ENTRIES_BF","batchOfFeeders","Batch of feeders for ACC_ENTRIES_FEED","FAH","ACC_ENTRIES_FEED","Data feeder for the ACC_ENTRIES_REP table","","","                    ","","Table:ACC_ENTRIES.REP","One data set per day","","ACC_DAILY           ","lastSnapshot","","",""
"","","","","","","","","ACC_ENTRIES_BFB","batchOfFeeders","ACC_ENTRIES_BFB","","ACC_ENTRIES_FEED","Data feeder for the ACC_ENTRIES_REP table","","","                    ","","Table:ACC_ENTRIES.REP","One data set per day","","ACC_DAILY           ","lastSnapshot","","",""
