"FILENAME","FILEPATHINMUREX","DESTINATIONFILEPATH","OWNEROFREPORT","STREAMOWNER","PROCESSINGSCRIPT","PROCESSINGSCRIPT_DESC","PROCESSINGUNIT","BATCHNAME","BATCHTYPE","BATCHNAME_DESC","GLOBALFILTER","SINGLE_EXTFEED_NAME","SINGLE_EXTFEED_DESC","SINGLE_EXTREQ_NAME","SINGLE_EXTREQ_DESC","EXTRACTIONTYPE","EXTRACTIONVIEW","TABLENAME","LABELMODE","SCANNERTEMPLATE","LABELOFDATA","LABELOFDATA_VALUE","COMMANDBEFORE","COMMANDAFTER","EXTRACTION_PARAMETERS"
"OP17-CRD_Beta_AccCur_ES1.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_Beta_AccCur","CRD Beta reports in accounting currency","OP17-CRD_Beta_Request","SQL query for the CRD Beta reports","FILE                ","OP17-CRD_Beta_AccCur","Table:CRD_BETA.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Beta_AccCur_ES2.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_Beta_AccCur","CRD Beta reports in accounting currency","OP17-CRD_Beta_Request","SQL query for the CRD Beta reports","FILE                ","OP17-CRD_Beta_AccCur","Table:CRD_BETA.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CRDIO_AccCur_ES1.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_CRDIO_AccCur","CRD CRDIO reports in accounting currency","OP17-CRD_CRDIO_Request","SQL query for the CRD CRDIO reports","FILE                ","OP17-CRD_CRDIO_AccCur","Table:CRD_CRDIO.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CRDIO_AccCur_ES2.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_CRDIO_AccCur","CRD CRDIO reports in accounting currency","OP17-CRD_CRDIO_Request","SQL query for the CRD CRDIO reports","FILE                ","OP17-CRD_CRDIO_AccCur","Table:CRD_CRDIO.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_Idx_AccCur_ES1.c","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_CS01_Idx_AccCur","CRD CS01 bucketed by index reports in accounting currency","OP17-CRD_CS01_Idx_Request","SQL query for the CRD CS01 bucketed by index reports","FILE                ","OP17-CRD_CS01_Idx_AccCur","Table:CRD_CS01_BKTED.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_Idx_AccCur_ES2.c","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_CS01_Idx_AccCur","CRD CS01 bucketed by index reports in accounting currency","OP17-CRD_CS01_Idx_Request","SQL query for the CRD CS01 bucketed by index reports","FILE                ","OP17-CRD_CS01_Idx_AccCur","Table:CRD_CS01_BKTED.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_Fitch_AccCur_ES1","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_CS01_Rating_AccCur","CRD CS01 Rating reports in accounting currency","OP17-CRD_CS01_Rating_Request","SQL query for the CRD CS01 Rating reports","FILE                ","OP17-CRD_CS01_Fitch_AccCur","Table:CRD_CS01.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_Fitch_AccCur_ES2","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_CS01_Rating_AccCur","CRD CS01 Rating reports in accounting currency","OP17-CRD_CS01_Rating_Request","SQL query for the CRD CS01 Rating reports","FILE                ","OP17-CRD_CS01_Fitch_AccCur","Table:CRD_CS01.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_RefEnt_AccCur_ES","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_CS01_RefEnt_AccCur","CRD CS01 Bucketed by issuer reports in accounting currency","OP17-CRD_CS01_RefEnt_Request","SQL query for the CRD CS01 Bucketed by issuer reports","FILE                ","OP17-CRD_CS01_RefEnt_AccCur","Table:CRD_CS01_BKTED.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_RefEnt_AccCur_ES","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_CS01_RefEnt_AccCur","CRD CS01 Bucketed by issuer reports in accounting currency","OP17-CRD_CS01_RefEnt_Request","SQL query for the CRD CS01 Bucketed by issuer reports","FILE                ","OP17-CRD_CS01_RefEnt_AccCur","Table:CRD_CS01_BKTED.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_Region_AccCur_ES","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_CS01_Region_AccCur","CRD Region reports in accounting currency","OP17-CRD_CS01_Region_Request","SQL query for the CRD Region reports","FILE                ","OP17-CRD_CS01_Region_AccCur","Table:CRD_CS01.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_CS01_Region_AccCur_ES","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_CS01_Region_AccCur","CRD Region reports in accounting currency","OP17-CRD_CS01_Region_Request","SQL query for the CRD Region reports","FILE                ","OP17-CRD_CS01_Region_AccCur","Table:CRD_CS01.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Exposure_AccCur_ES1.c","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_Exposure_AccCur","CRD Exposure reports in accounting currency","OP17-CRD_Exposure_Request","SQL query for the CRD Exposure reports","FILE                ","OP17-CRD_Exposure_AccCur","Table:CRD_EXPOSURE.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Exposure_AccCur_ES2.c","$AppDir/datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_Exposure_AccCur","CRD Exposure reports in accounting currency","OP17-CRD_Exposure_Request","SQL query for the CRD Exposure reports","FILE                ","OP17-CRD_Exposure_AccCur","Table:CRD_EXPOSURE.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Jtd_AccCur_ES1.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_Jtd_AccCur","CRD Jtd reports in accounting currency","OP17-CRD_Jtd_Request","SQL query for the CRD Jtd reports","FILE                ","OP17-CRD_Jtd_AccCur","Table:CRD_CS01.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Jtd_AccCur_ES2.csv","$AppDir/datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_Jtd_AccCur","CRD Jtd reports in accounting currency","OP17-CRD_Jtd_Request","SQL query for the CRD Jtd reports","FILE                ","OP17-CRD_Jtd_AccCur","Table:CRD_CS01.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Vega_AccCur_ES1.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE1","batchOfDatamartExtractions","","","OP17-CRD_Vega_AccCur","CRD Vega reports in accounting currency","OP17-CRD_Vega_Request","SQL query for the CRD Vega reports","FILE                ","OP17-CRD_Vega_AccCur","Table:CRD_VEGA.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"OP17-CRD_Vega_AccCur_ES2.csv","$AppDir//datamart_extractions","","","","","","","MX_OP17_CRD_BE2","batchOfDatamartExtractions","","","OP17-CRD_Vega_AccCur","CRD Vega reports in accounting currency","OP17-CRD_Vega_Request","SQL query for the CRD Vega reports","FILE                ","OP17-CRD_Vega_AccCur","Table:CRD_VEGA.REP","One data set","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"PLACC-UnderlyingCcy-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_ME2_PS","Batch of feeders and extractions for PLACC reports - ES2","REP_BATCHES_EXT     ","MX_E2U_PLACC_BE","batchOfDatamartExtractions","Triggers the PLACC1-LtDLegCurrency Datamart extraction for the ES2 closing entity","","PLACC1-LegCurrency","Accrual P&L Reports using Standard Interest Accrual, Linear and EY amort. in the underlying ccy","PLACC1-Request","PL Accrual in underlying currency","FILE                ","PLACC1-LegCurrency-Detailed_Extraction","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"Accrual_PL_Vartn_Leg_Curr_ES1.","$AppDir/datamart_extractions/PNL","","","","MX_PLA_ME1_PS_EXT_U","PLACC Report Leg currency","REP_BATCHES_EXT     ","MX_E1U_PLACC_BE","batchOfDatamartExtractions","Triggers the PLACC1-LtDLegCurrency Datamart extraction for the ES1 closing entity","","PLACC1-LegCurrency","Accrual P&L Reports using Standard Interest Accrual, Linear and EY amort. in the underlying ccy","PLACC1-Request","PL Accrual in underlying currency","FILE                ","PLACC1-LegCurrency","Table:PLA_MV.REP","One data set","","BAB_KSA             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC10-LegCurrency-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_LFE2_PS","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES2","REP_BATCHES_EXT     ","MX_PLA2_LBF_BE","batchOfDatamartExtractions","Triggers the Off FIFO position based accrual reports Datamart extraction for the ES2 closing entity","","PLACC10-BndPosFIFO LegCcy","Accrual P&L (off.) for bond reconciled positions & P&L realized using FIFO in instrument currency","PLACC10-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC10-BondPositionFIFO extraction","Table:PLA_LIQBDF_O.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC10-LegCurrency-ES1.csv","$AppDir/datamart_extractions","","","","MX_PLA_LFE1_PS","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES1","REP_BATCHES_EXT     ","MX_PLA1_LBF_BE","batchOfDatamartExtractions","Triggers the Off FIFO position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC10-BndPosFIFO LegCcy","Accrual P&L (off.) for bond reconciled positions & P&L realized using FIFO in instrument currency","PLACC10-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC10-BondPositionFIFO extraction","Table:PLA_LIQBDF_O.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC11-AccCurrency-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_LFE2_PS","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES2","REP_BATCHES_EXT     ","MX_PLA2_LBF_BE","batchOfDatamartExtractions","Triggers the Off FIFO position based accrual reports Datamart extraction for the ES2 closing entity","","PLACC11-BndPosFIFO AccCcy","Accrual P&L (off.) for bond reconciled positions & P&L realized using FIFO in accounting currency","PLACC11-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC11-AccCurrency extraction","Table:PLA_LIQBDF_O.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC11-AccCurrency-ES1.csv","$AppDir/datamart_extractions","","","","MX_PLA_LFE1_PS","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES1","REP_BATCHES_EXT     ","MX_PLA1_LBF_BE","batchOfDatamartExtractions","Triggers the Off FIFO position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC11-BndPosFIFO AccCcy","Accrual P&L (off.) for bond reconciled positions & P&L realized using FIFO in accounting currency","PLACC11-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC11-AccCurrency extraction","Table:PLA_LIQBDF_O.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC12-RepCurrency-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_LFE2_PS","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES2","REP_BATCHES_EXT     ","MX_PLA2_LBF_BE","batchOfDatamartExtractions","Triggers the Off FIFO position based accrual reports Datamart extraction for the ES2 closing entity","","PLACC12-BndPosFIFO RepCcy","Accrual P&L (official) in underlying currency with bond reconciled positions using FIFO","PLACC12-Request","PLAccrual with bonds from Liquidation in Reporting Currency","FILE                ","PLACC12-RepCurrency extraction","Table:PLA_LIQBDF_O.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC12-RepCurrency-ES1.csv","$AppDir/datamart_extractions","","","","MX_PLA_LFE1_PS","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES1","REP_BATCHES_EXT     ","MX_PLA1_LBF_BE","batchOfDatamartExtractions","Triggers the Off FIFO position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC12-BndPosFIFO RepCcy","Accrual P&L (official) in underlying currency with bond reconciled positions using FIFO","PLACC12-Request","PLAccrual with bonds from Liquidation in Reporting Currency","FILE                ","PLACC12-RepCurrency extraction","Table:PLA_LIQBDF_O.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC13-LegCurrency-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_LMVF2_PS","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES2","REP_BATCHES_EXT     ","MX_PLA2_LMOF_BE","batchOfDatamartExtractions","triggers the official FIFO Trade and position based pl reports for the ES2 closing entity","","PLACC13-LegCurrency FIFO","Accrual P&L (official) in underlying currency with bond reconciled positions using FIFO","PLACC13-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC13-LegCurrency extraction","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC13-LegCurrency-ES1.csv","$AppDir/datamart_extractions","","","","MX_PLA_LMVF1_PS","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES1","REP_BATCHES_EXT     ","MX_PLA1_LMOF_BE","batchOfDatamartExtractions","triggers the official FIFO Trade and position based pl reports for the ES1 closing entity","","PLACC13-LegCurrency FIFO","Accrual P&L (official) in underlying currency with bond reconciled positions using FIFO","PLACC13-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC13-LegCurrency extraction","Table:PLA_MV.REP","One data set","","ES1                 ","lastSnapshot","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC14-AccCurrency-ES2.csv","$AppDir/datamart_extrractions","","","","MX_PLA_LMVF1_PS","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES1","REP_BATCHES_EXT     ","MX_PLA1_LMOF_BE","batchOfDatamartExtractions","triggers the official FIFO Trade and position based pl reports for the ES1 closing entity","","PLACC14-AccCurrency FIFO","Accrual P&L (official) in accounting currency with bond reconciled positions using FIFO","PLACC14-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC14-AccCurrency Realized EY","Table:PLA_MV.REP","One data set","","ES1                 ","lastSnapshot","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC14-AccCurrency-ES2.csv","$AppDir/datamart_extrractions","","","","MX_PLA_LMVF2_PS","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES2","REP_BATCHES_EXT     ","MX_PLA2_LMOF_BE","batchOfDatamartExtractions","triggers the official FIFO Trade and position based pl reports for the ES2 closing entity","","PLACC14-AccCurrency FIFO","Accrual P&L (official) in accounting currency with bond reconciled positions using FIFO","PLACC14-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC14-AccCurrency Realized EY","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC15-RepCurrency-ES1.csv","$AppDir/datamart_extractions","","","","MX_PLA_LMVF1_PS","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES1","REP_BATCHES_EXT     ","MX_PLA1_LMOF_BE","batchOfDatamartExtractions","triggers the official FIFO Trade and position based pl reports for the ES1 closing entity","","PLACC15-RepCurrency FIFO","Accrual P&L (official) in reporting currency with bond reconciled positions using FIFO","PLACC15-Request","PLAccrual with bonds from Liquidation in Reporting Currency","FILE                ","PLACC15-RepCurrency extraction","Table:PLA_MV.REP","One data set","","ES1                 ","lastSnapshot","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC15-RepCurrency-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_LMVF2_PS","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES2","REP_BATCHES_EXT     ","MX_PLA2_LMOF_BE","batchOfDatamartExtractions","triggers the official FIFO Trade and position based pl reports for the ES2 closing entity","","PLACC15-RepCurrency FIFO","Accrual P&L (official) in reporting currency with bond reconciled positions using FIFO","PLACC15-Request","PLAccrual with bonds from Liquidation in Reporting Currency","FILE                ","PLACC15-RepCurrency extraction","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC16-LegCurrency-ES2.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA2_LBAF_BE","batchOfDatamartExtractions","Triggers the Flash AVP position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC16-BndPosAVPFlashLegCcy","Accrual P&L (flash) for bond reconciled positions & P&L realized using AVP in instrument ccy","PLACC16-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC16-BondPositionAVP extraction","Table:PLA_LIQBDA_F.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC16-LegCurrency-ES1.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA1_LBAF_BE","batchOfDatamartExtractions","Triggers the Flash AVP position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC16-BndPosAVPFlashLegCcy","Accrual P&L (flash) for bond reconciled positions & P&L realized using AVP in instrument ccy","PLACC16-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC16-BondPositionAVP extraction","Table:PLA_LIQBDA_F.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC17-AccCurrency-ES2.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA2_LBAF_BE","batchOfDatamartExtractions","Triggers the Flash AVP position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC17-BndPosAVPFlashAccCcy","Accrual P&L (flash) for bond reconciled positions & P&L realized using AVP in accounting ccy","PLACC17-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC17-AccCurrency extraction","Table:PLA_LIQBDA_F.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC17-AccCurrency-ES1.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA1_LBAF_BE","batchOfDatamartExtractions","Triggers the Flash AVP position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC17-BndPosAVPFlashAccCcy","Accrual P&L (flash) for bond reconciled positions & P&L realized using AVP in accounting ccy","PLACC17-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC17-AccCurrency extraction","Table:PLA_LIQBDA_F.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC18-RepCurrency-ES2.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA2_LBAF_BE","batchOfDatamartExtractions","Triggers the Flash AVP position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC18-BondPosAVPFlashRepCcy","Accrual P&L (flash) for bond reconciled positions & P&L realized using AVP in reporting ccy","PLACC18-Request","PLAccrual with bonds from Liquidation in Reporting Currency","FILE                ","PLACC18-RepCurrency extraction","Table:PLA_LIQBDA_F.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC18-RepCurrency-ES1.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA1_LBAF_BE","batchOfDatamartExtractions","Triggers the Flash AVP position based accrual reports Datamart extraction for the ES1 closing entity","","PLACC18-BondPosAVPFlashRepCcy","Accrual P&L (flash) for bond reconciled positions & P&L realized using AVP in reporting ccy","PLACC18-Request","PLAccrual with bonds from Liquidation in Reporting Currency","FILE                ","PLACC18-RepCurrency extraction","Table:PLA_LIQBDA_F.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC19-LegCurrency-ES2.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA2_LMVF_BE","batchOfDatamartExtractions","Triggers the flash AVP combined Trade and position based pl reports for the ES2 closing entity","","PLACC19-LegCurrency Flash","Accrual P&L (flash) in underlying currency with bond reconciled positions using AVP","PLACC19-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC19-LegCurrency extraction","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC19-LegCurrency-ES1.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA1_LMVF_BE","batchOfDatamartExtractions","Triggers the flash AVP combined Trade and position based pl reports for the ES1 closing entity","","PLACC19-LegCurrency Flash","Accrual P&L (flash) in underlying currency with bond reconciled positions using AVP","PLACC19-Request","PLAccrual with bonds from Liquidation in Instrument Currency","FILE                ","PLACC19-LegCurrency extraction","Table:PLA_MV.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC-AccCurrency-ES2.csv","$AppDir/datamart_extractions","","","","MX_PLA_ME2_PS","Batch of feeders and extractions for PLACC reports - ES2","REP_BATCHES_EXT     ","MX_E2A_PLACC_BE","batchOfDatamartExtractions","Triggers the PLACC2 AccCurrency Datamart extraction for the ES2 closing entity","","PLACC2-AccCurrency","Accrual P&L Reports using Standard Interest Accrual, Linear and EY amort. in the accounting ccy","PLACC2-Request","PL Accrual in accounting currency","FILE                ","PLACC2-AccCurrency-Detailed_Extraction","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"Accrual_PL_Vartn_Acc_Curr_ES1.","$AppDir/datamart_extractions/PNL","","","","MX_PLA_ME1_PS_EXT_A","PLACC Report Account Currency","REP_BATCHES_EXT     ","MX_E1A_PLACC_BE","batchOfDatamartExtractions","Triggers the PLACC2-AccCurrency Datamart extraction for the ES1 closing entity","","PLACC2-AccCurrency","Accrual P&L Reports using Standard Interest Accrual, Linear and EY amort. in the accounting ccy","PLACC2-Request","PL Accrual in accounting currency","FILE                ","PLACC2-AccCurrency","Table:PLA_MV.REP","One data set","8EngineBatch1000                ","BAB_KSA             ","Reporting Date","cd datamart_extractions; mkdir PNL;","","Parameter_Type:Double&MxHistoricalDataDtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataMtDReferenceDate:No Selection;Parameter_Type:Double&MxHistoricalDataYtDReferenceDate:No Selection"
"PLACC20-AccCurrency-ES2.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA2_LMVF_BE","batchOfDatamartExtractions","Triggers the flash AVP combined Trade and position based pl reports for the ES2 closing entity","","PLACC20-AccCurrency Flash","Accrual P&L (flash) in accounting currency with bond reconciled positions using AVP","PLACC20-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC20-AccCurrency extraction","Table:PLA_MV.REP","One data set","","ES2                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
"PLACC20-AccCurrency-ES1.csv","$AppDir/datamart_extractions","","","","","","","MX_PLA1_LMVF_BE","batchOfDatamartExtractions","Triggers the flash AVP combined Trade and position based pl reports for the ES1 closing entity","","PLACC20-AccCurrency Flash","Accrual P&L (flash) in accounting currency with bond reconciled positions using AVP","PLACC20-Request","PLAccrual with bonds from Liquidation in Accounting Currency","FILE                ","PLACC20-AccCurrency extraction","Table:PLA_MV.REP","One data set","","ES1                 ","Contextual Yesterday","","","Parameter_Type:Double&MxHistoricalDataReferenceDate:No Selection"
