"PROCESSING_SCRIPT","PROCESS_UNIT_NAME","PROCESS_UNIT_LABEL","M_PROCESSS_UNIT_DESC","PROCESSING_SCRIPTDESC","PERIOD","SIDE","DAY","SHIFTER"
"Dly Bltr PRS RangeAc","BE_DBLTR_PRSRGE     ","REP_BATCHES_EXT     ","","Script for ADOC-Daily Blotter-capture today deals booked ' PRS Range Accrual SWP '",1,0,7,"               "
"ENTITY_EOD          ","                    ","ENTITY-EOD          ","","Move entity dates (Acceptance mode=Manual)",1,0,7,"               "
"EOD.EVTTERM         ","CurrFuturesExercise ","EOD.PCENTER.EVENT.BU","Exercise currency futures to generate spot FX delta","Event Termination",1,0,7,"               "
"EOD.EVTTERM         ","GlobalTerminate     ","GLOBAL EXPIRY       ","Global termination for expired trades in order to realize P&L","Event Termination",1,0,7,"               "
"EOD_NETTING         ","Cash Netting - LPID ","FLOW NETTING        ","","End of day Netting Script (Cash Flow)",1,0,7,"               "
"EOD_NETTING         ","Netting - Offseting ","FLOW NETTING        ","","End of day Netting Script (Cash Flow)",1,0,7,"               "
"EOM_MX_CS_ES1_PS    ","MX_E1_CS04_BE       ","REP_BATCHES_EXT     ","","Batch of extraction for Cashflow Brokerage Report",1,0,7,"               "
"EOY_BALANCES_EXTRACT","                    ","REP_BATCHES_EXT     ","","EOY Balances Extraction",1,0,7,"               "
"EOY_BALANCES_FEED   ","                    ","REP_BATCHES_FEED    ","","EOY Balances Feeder",1,0,7,"               "
"EQ Monthly Blotter  ","BE_M_DB_BLOT_EQ     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"ERM_AUDIT_PURGE     ","Engines             ","LIMITS LTS          ","","Audit purge for Static, Formulae, Limits, Engines",1,0,7,"               "
"ERM_AUDIT_PURGE     ","Formulae            ","LIMITS LTS          ","","Audit purge for Static, Formulae, Limits, Engines",1,0,7,"               "
"ERM_AUDIT_PURGE     ","Limits              ","LIMITS LTS          ","","Audit purge for Static, Formulae, Limits, Engines",1,0,7,"               "
"ERM_AUDIT_PURGE     ","Static              ","LIMITS LTS          ","","Audit purge for Static, Formulae, Limits, Engines",1,0,7,"               "
"ERM_CAL_SYNCH       ","                    ","LIMITS LTS          ","","Script to synchronize Calendars",1,0,7,"               "
"ERM_COLLAT_EPRG     ","                    ","LIMITS LTS          ","","COLLATERAL Engine Purge",1,0,7,"               "
"ERM_COL_IMT_PAR_PS  ","                    ","LIMITS LTS          ","","COLLATERAL Partial Reset for IM Tree",1,0,7,"               "
"ERM_COL_LC_PS       ","                    ","LIMITS LTS          ","","COLLATERAL Limits Computation",1,0,7,"               "
"ERM_COL_RC_PS       ","ERM_FX_BF           ","REP_BATCHES_FEED    ","","COLLATERAL Risk Computation",1,0,7,"               "
"ERM_COL_RC_PS       ","ERM_FX_DISC_BF      ","REP_BATCHES_FEED    ","","COLLATERAL Risk Computation",1,0,7,"               "
"ERM_COL_RC_PS       ","ERM_MV_BF           ","REP_BATCHES_FEED    ","","COLLATERAL Risk Computation",1,0,7,"               "
"ERM_CRDINDICES_SYNCH","                    ","LIMITS LTS          ","","Script to synchronize Credit indices",1,0,7,"               "
"ERM_CTPY_SYNCH      ","                    ","LIMITS LTS          ","","Script to synchronize Counterparties",1,0,7,"               "
"ERM_CURR_SYNCH      ","                    ","LIMITS LTS          ","","Script to synchronize Currencies",1,0,7,"               "
"ERM_CVA_DEFLTSHUTDWN","                    ","LIMITS LTS          ","","CVA Default Instance Shutdown",1,0,7,"               "
"ERM_CVA_LOADER      ","                    ","LIMITS LTS          ","","CVA Viewer Loader",1,0,7,"               "
"ERM_CVA_RTLIMSHUTDWN","                    ","LIMITS LTS          ","","CVA RTLIM Instance Shutdown",1,0,7,"               "
"ERM_CVA_UNLOAD      ","                    ","LIMITS LTS          ","","CVA Viewer Unload",1,0,7,"               "
"ERM_EOD_EPRG        ","                    ","LIMITS LTS          ","","EOD Engine Purge",1,0,7,"               "
"ERM_EOD_LC          ","                    ","LIMITS LTS          ","","EOD Limits Computation - Engine Reset",1,0,7,"               "
"ERM_EOD_RC_PS       ","EOD Overall Col -1  ","INV_GEN_SNAPSHOT    ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_CS-1_BF         ","REP_BATCHES_FEED    ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_FX-1_BE         ","REP_BATCHES_EXT     ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_FX-1_BF         ","REP_BATCHES_FEED    ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_INV-1_BE        ","REP_BATCHES_EXT     ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_INV-1_BF        ","REP_BATCHES_FEED    ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_MV-1_BE         ","REP_BATCHES_EXT     ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EOD_RC_PS       ","ERM_MV-1_BF         ","REP_BATCHES_FEED    ","","EOD Risk Computation as of Yesterday (closing of business)",1,0,7,"               "
"ERM_EQ_PARTIAL_LC   ","                    ","LIMITS LTS          ","","",1,0,7,"               "
"ERM_INSTRMT_SYNCH   ","                    ","LIMITS LTS          ","","Script to synchronize Instruments",1,0,7,"               "
"ERM_MKT_EOD         ","MX_BT_CLEAN_BF      ","REP_BATCHES_FEED    ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_MKT_EOD         ","MX_BT_DIRTY_BF      ","REP_BATCHES_FEED    ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_MKT_EOD         ","VaR_1HS_MP          ","BATCH-PRINT         ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_MKT_EOD         ","VaR_21HS_C          ","BATCH-PRINT         ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_MKT_EOD         ","VaR_24ST_C          ","BATCH-PRINT         ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_MKT_EOD         ","VaR_51HS_P          ","BATCH-PRINT         ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_MKT_EOD         ","VaR_54ST_P          ","BATCH-PRINT         ","","Market Risk - EOD for VaR, Stress-Testing and Back-Testing",1,0,7,"               "
"ERM_NOSTRO_ITD      ","BAB_N_RSK_MX_BF     ","REP_BATCHES_FEED    ","","RTLIM NOSTRO Risk and LimitsComputation Intra-Day",1,0,7,"               "
"ERM_NOSTRO_ITD      ","BDE_BAB_NOS_RSK     ","REP_BATCHES_EXT     ","","RTLIM NOSTRO Risk and LimitsComputation Intra-Day",1,0,7,"               "
"ERM_NOSTRO_ITD      ","LRB_Map_NostroLRB.xm","LIMITS LTS          ","","RTLIM NOSTRO Risk and LimitsComputation Intra-Day",1,0,7,"               "
"ERM_NOSTRO_ITD      ","nostroPartialReset.x","LIMITS LTS          ","","RTLIM NOSTRO Risk and LimitsComputation Intra-Day",1,0,7,"               "
"ERM_NOSTRO_LC       ","                    ","LIMITS LTS          ","","NOSTRO Partial Limits Computation - Engine Reset",1,0,7,"               "
"ERM_NOSTRO_RC       ","BAB_N_RSK_MX_BF     ","REP_BATCHES_FEED    ","","RTLIM NOSTRO Risk Computation",1,0,7,"               "
"ERM_NOSTRO_RC       ","BDE_BAB_NOS_RSK     ","REP_BATCHES_EXT     ","","RTLIM NOSTRO Risk Computation",1,0,7,"               "
"ERM_PBOOK_SYNCH     ","                    ","LIMITS LTS          ","","",1,0,7,"               "
"ERM_PFOLIO_SYNCH    ","                    ","LIMITS LTS          ","","Script to synchronize Portfolios",1,0,7,"               "
"ERM_PLFEED_PS       ","                    ","REP_BATCHES_FEED    ","","Triggers the MRL_SLPLTrd_BF for PL Feed to be used in Stoploss MRL Run",1,0,7,"               "
"ERM_PTF_TREE_SYNCH  ","                    ","LIMITS LTS          ","","Script to arrange Portfolios in MLC in the structure of the P&L tree in MX",1,0,7,"               "
"ERM_RTLIM_AMCL_LC   ","                    ","LIMITS LTS          ","","RTLIM Limits computation for AMCL related feeders - Engine partial reset",1,0,7,"               "
"ERM_RTLIM_AMCL_LC   ","                    ","LIMITS LTS          ","","RTLIM Limits computation for AMCL related feeders - Engine partial reset",1,0,7,"               "
"ERM_RTLIM_ENGCPY    ","                    ","LIMITS LTS          ","","RTLIM Limits Computation (1st part) - Engine Copy",1,0,7,"               "
"ERM_RTLIM_EPRG      ","                    ","LIMITS LTS          ","","RTLIM Engine Purge",1,0,7,"               "
"ERM_RTLIM_LC        ","                    ","LIMITS LTS          ","","RTLIM Limits Computation (2nd Part) - Engine Reset",1,0,7,"               "
"ERM_RTLIM_LC_NSL    ","                    ","LIMITS LTS          ","","RTLIM Limits Computation (2nd Part) - Engine Reset with no switch live engine",1,0,7,"               "
"ERM_RTLIM_LC_SL     ","                    ","LIMITS LTS          ","","RTLIM Limits Computation (3rd Part) - Switch live engine",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","EOD Overall Col     ","INV_GEN_SNAPSHOT    ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_CS_BE           ","REP_BATCHES_EXT     ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_CS_BF           ","REP_BATCHES_FEED    ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_FX_BE           ","REP_BATCHES_EXT     ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_FX_BF           ","REP_BATCHES_FEED    ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_INV_BE          ","REP_BATCHES_EXT     ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_INV_BF          ","REP_BATCHES_FEED    ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_MV_BE           ","REP_BATCHES_EXT     ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RC_PS     ","ERM_MV_BF           ","REP_BATCHES_FEED    ","","RTLIM Risk Computation",1,0,7,"               "
"ERM_RTLIM_RESET     ","                    ","LIMITS LTS          ","","All steps involved in running a reset on the real time limits engine",1,0,7,"               "
"ERM_RTLIM_RESET     ","                    ","LIMITS LTS          ","","All steps involved in running a reset on the real time limits engine",1,0,7,"               "
"ERM_RTLIM_RESET     ","                    ","REP_BATCHES_FEED    ","","All steps involved in running a reset on the real time limits engine",1,0,7,"               "
"ERM_RTLIM_RESET     ","                    ","REP_BATCHES_FEED    ","","All steps involved in running a reset on the real time limits engine",1,0,7,"               "
"ERM_RTLIM_RESET     ","                    ","REP_BATCHES_FEED    ","","All steps involved in running a reset on the real time limits engine",1,0,7,"               "
"ERM_RTLIM_RESET     ","                    ","REP_BATCHES_FEED    ","","All steps involved in running a reset on the real time limits engine",1,0,7,"               "
"ERM_SUKDURID_PS     ","                    ","REP_BATCHES_FEED    ","","Triggers the MRL_SukDurID_BF for Sukuk Duration MRL Run",1,0,7,"               "
"ERM_SUKDUR_PS       ","                    ","REP_BATCHES_FEED    ","","Triggers the MRL_SukDur_BF for Sukuk Duration MRL Run",1,0,7,"               "
"ERM_TYPO_SYNCH      ","                    ","LIMITS LTS          ","","Script to synchronize Typologies",1,0,7,"               "
"EVENT_NETTING       ","                    ","GLOBAL NETTING      ","","Global Netting",1,0,7,"               "
"EVENT_SPLIT_COM     ","Split at expiry date","EOD.PCENTER.EVENT.BU","COM Futures Split at expiry date","Global Split of Commodities Futures",1,0,7,"               "
"EVENT_SPLIT_COM     ","Split at trade date ","EOD.PCENTER.EVENT.BU","COM Futures Split at trade date","Global Split of Commodities Futures",1,0,7,"               "
"FCY BN Balance      ","BE_FXU_BN_CUST      ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FI Monthly Blotter  ","BE_M_DB_BLOT_FI     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FIXING_IMPORT_EQ    ","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for Equity indices. Script to be split per index fixing time",1,0,7,"               "
"FIXING_IMPORT_FC    ","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for Futures closings. Script to be split per index fixing time",1,0,7,"               "
"FIXING_IMPORT_FX    ","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for FX indices. Script to be split per index fixing time",1,0,7,"               "
"FIXING_IMPORT_FXCONV","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for FX conversion indices. Script to be split per index fixing time",1,0,7,"               "
"FIXING_IMPORT_FXFUT ","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for FX futures. Script to be split per index fixing time",1,0,7,"               "
"FIXING_IMPORT_ONRT  ","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for O/N funding rates. Script to be split per index fixing time",1,0,7,"               "
"FIXING_IMPORT_RT    ","                    ","FG.IMPORT.MDCS      ","","Import Fixings from Cache for IR indices. Script to be split per index fixing time",1,0,7,"               "
"FIXING_WRMP_EQ      ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on Equity indices",1,0,7,"               "
"FIXING_WRMP_FC      ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on Futures closings",1,0,7,"               "
"FIXING_WRMP_FX      ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on FX indices",1,0,7,"               "
"FIXING_WRMP_FXCONV  ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on FX conversion factor indices",1,0,7,"               "
"FIXING_WRMP_FXFUT   ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on FX futures",1,0,7,"               "
"FIXING_WRMP_ONRT    ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on O/N funding rates",1,0,7,"               "
"FIXING_WRMP_RT      ","                    ","FG.EXPORT.MDCS      ","","Warm up for fixing on IR indices",1,0,7,"               "
"FO Trade Approval   ","                    ","EOD.TRADE.APPROVAL  ","","Front office trade approval - All trades assigned to the FO group",1,0,7,"               "
"FO_EOD              ","                    ","FODESK-EOD          ","","Front Office EOD",1,0,7,"               "
"FO_FXCLOSING        ","                    ","SINGLE FX CLOSING   ","","FX Closing Copy into Warehouse",1,0,7,"               "
"FO_NOTIFY           ","                    ","MESSAGE-NOTIFICATION","","Script to notify users to reload the sessions after FO EOD to refresh the FO date",1,0,7,"               "
"FT Blotter Daily    ","BE_SALES_FT_BLO     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FT Nostro Details   ","BE_FXU_FT_NOSTR     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FUND_NAV_STORAGE    ","                    ","AM.FUND.NAV.STORAGE ","","Compute and store fund NAV computed based on fund assets.",1,0,7,"               "
"FUT_HIS_MAINTENANCE ","                    ","SAVE-FUT-CLOSING    ","","Save Future Closing Prices in the Historical Tables",1,0,7,"               "
"FX Accounts Reconcil","BE_ACC_TRAL_BAL     ","REP_BATCHES_EXT     ","","Script to generate accounting trial Balance report",1,0,7,"               "
"FX Forward Report   ","BE_RK_FX_FWDREV     ","REP_BATCHES_EXT     ","","Risk Report : FX Foward Revaluation Details",1,0,7,"               "
"FX Gains Dashboard  ","BE_TDD_FX_GAINS     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FX Monthly Blotter  ","BE_M_DB_BLOT_FX     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FX Monthly Volume   ","BE_FXU_FX_DEALS     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FX Net Open Position","BE_RK_FX_POSN       ","REP_BATCHES_EXT     ","","Risk Report : FX Position Report",1,0,7,"               "
"FX Non-Domestic     ","BE_FXU_FX_NDOM      ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FX Nostro by CCY    ","BE_FXU_NOS_BCUR     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FX Performance      ","BE_FXU_FX_PERFM     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FX USD Movement     ","BE_FXU_USD_MVMT     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"FXCASH_DET_PL_FEED  ","MX_FXC_DETPL_BF     ","REP_BATCHES_FEED    ","","Store FX Cash PL in detailed mode",1,0,7,"               "
"FXCASH_EOD_SEQ      ","                    ","EOD PROCEDURE SEQUEN","","EOD procedures sequential run for FX and EFX books",1,0,7,"               "
"FXCASH_PL_FEED      ","MX_FXC_PL_BF        ","REP_BATCHES_FEED    ","","Store FX Cash PL in consolidated mode",1,0,7,"               "
"FXFUND_CATCHUP      ","                    ","PL.PREFUNDING       ","","Roll backdated FX flows with financing to Today",1,0,7,"               "
"FXO_DEPO_FUND_SWEEP ","                    ","CASH ROLL OVER      ","","Roll of FXO positions to Spot/Next",1,0,7,"               "
"FXO_EOD_SEQ         ","                    ","EOD PROCEDURE SEQUEN","","EOD procedures sequential run for FXO books",1,0,7,"               "
"FXO_SWAP_FUND_SWEEP ","                    ","CASH ROLL OVER      ","","FX Roll of FXO positions to Spot/Next vs Acc ccy",1,0,7,"               "
"FXSPLITPOS_VSUSD_CE2","                    ","FX POSITION SPLIT   ","","Split all the cross FX positions until spot date against the USD for CE2 entity",1,0,7,"               "
"FXSPLITPOS_VS_USD_CE","                    ","FX POSITION SPLIT   ","","Split all the cross FX positions until spot date against the USD for CE entity",1,0,7,"               "
"FX_FUNDING          ","                    ","CASH ROLL OVER      ","","FX Roll of FX positions to SPOT at AVP",1,0,7,"               "
"FX_FUNDING_SN       ","                    ","CASH ROLL OVER      ","","FX Roll of FX positions to Spot/Next vs USD",1,0,7,"               "
"FX_FUNDING_SN_vs_B  ","                    ","CASH ROLL OVER      ","","FX Roll of FX positions to Spot/Next vs Base",1,0,7,"               "
"FX_FUNDING_inFUNDCCY","                    ","CASH ROLL OVER      ","","FX Roll of FX pos to SPT vs Fund Ccy",1,0,7,"               "
"FX_FUNDING_vsUSD_FC ","                    ","CASH ROLL OVER      ","","FX Roll of FX pos to SPT vsUSD preRoll vsFund Ccy",1,0,7,"               "
"FX_FUNDING_vs_BASE  ","                    ","CASH ROLL OVER      ","","FX Roll of FX positions to SPOT at AVP",1,0,7,"               "
"FX_FUND_SN_inFUNDCCY","                    ","CASH ROLL OVER      ","","FX Roll of FX pos to SN vs Fund Ccy",1,0,7,"               "
"FX_FUND_SN_vsUSD_FC ","                    ","CASH ROLL OVER      ","","FX Roll of FX pos to SN vsUSD preRoll vsFund Ccy",1,0,7,"               "
"FX_FUNDinFC_EOD_SEQ ","                    ","EOD PROCEDURE SEQUEN","","EOD run for FX Trading Funding in Funding Ccy",1,0,7,"               "
"FX_FWD_EOD_SEQ      ","                    ","EOD PROCEDURE SEQUEN","","EOD run for FX Fwd books managed by Ccy",1,0,7,"               "
"FX_FbyCP_EOD_SEQ    ","                    ","EOD PROCEDURE SEQUEN","","EOD run for FX Trading Funding by Ccy Pair",1,0,7,"               "
"FX_SWAP_FUND_SWEEP  ","                    ","CASH ROLL OVER      ","","FX Roll of NonFX positions to Tomorrow vs PL Ccy",1,0,7,"               "
"FX_SWAP_FUND_SWP_FC ","                    ","CASH ROLL OVER      ","","FX Roll of NonFX positions to Tomorrow vs Fund Ccy",1,0,7,"               "
"GEN_WNDW_ENDATE_MOVE","                    ","MOVE_GENERATION_WIND","","Move generation window end date (last day next month)",1,0,7,"               "
"INFL_CURVES_ROLL_FO ","AUD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set",1,0,7,"               "
"INFL_CURVES_ROLL_FO ","BRL curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set",1,0,7,"               "
"INFL_CURVES_ROLL_FO ","EUR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set",1,0,7,"               "
"INFL_CURVES_ROLL_FO ","GBP curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set",1,0,7,"               "
"INFL_CURVES_ROLL_FO ","USD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set",1,0,7,"               "
"INFL_CURVES_ROLL_FO ","ZAR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set",1,0,7,"               "
"INFL_CURVES_ROLL_PC ","AUD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set",1,0,7,"               "
"INFL_CURVES_ROLL_PC ","BRL curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set",1,0,7,"               "
"INFL_CURVES_ROLL_PC ","EUR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set",1,0,7,"               "
"INFL_CURVES_ROLL_PC ","GBP curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set",1,0,7,"               "
"INFL_CURVES_ROLL_PC ","USD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set",1,0,7,"               "
"INFL_CURVES_ROLL_PC ","ZAR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set",1,0,7,"               "
"IR Monthly Blotter  ","BE_M_DB_BLOT_IR     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"IR_CRV_ROLL_AMER_FO ","BRL curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - America curves",1,0,7,"               "
"IR_CRV_ROLL_AMER_FO ","CAD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - America curves",1,0,7,"               "
"IR_CRV_ROLL_AMER_FO ","USB curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - America curves",1,0,7,"               "
"IR_CRV_ROLL_AMER_PC ","BRL curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - America curves",1,0,7,"               "
"IR_CRV_ROLL_AMER_PC ","CAD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - America curves",1,0,7,"               "
"IR_CRV_ROLL_AMER_PC ","USB curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - America curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","AUD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","CNH curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","CNY curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","KRW curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","MYR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","NZD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","THB curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_FO ","TWD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","AUD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","CNH curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","CNY curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","KRW curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","MYR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","NZD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","THB curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_APAC_PC ","TWD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - APAC curves",1,0,7,"               "
"IR_CRV_ROLL_EUROP_FO","DKK curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - Europe curves",1,0,7,"               "
"IR_CRV_ROLL_EUROP_FO","NOK curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - Europe curves",1,0,7,"               "
"IR_CRV_ROLL_EUROP_FO","SEK curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - Europe curves",1,0,7,"               "
"IR_CRV_ROLL_EUROP_PC","DKK curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - Europe curves",1,0,7,"               "
"IR_CRV_ROLL_EUROP_PC","NOK curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - Europe curves",1,0,7,"               "
"IR_CRV_ROLL_EUROP_PC","SEK curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - Europe curves",1,0,7,"               "
"IR_CRV_ROLL_G5_FO   ","CHF curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_FO   ","EUR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_FO   ","GBP curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_FO   ","JPY curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_FO   ","USD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_PC   ","CHF curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_PC   ","EUR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_PC   ","GBP curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - G5 curves",1,0,7,"               "
